;DATASET;EMISSIEJAAR;STOFCODE;STOF;DOELGROEPCODE;DOELGROEP;SUBDOELGROEPCODE;SUBDOELGROEP;BEDRIJFSNAAM;XCO_BEDRIJF;YCO_BEDRIJF;XCO_EMISSIEPUNT;YCO_EMISSIEPUNT;HOOGTE;LENGTE;BREEDTE;UITSTROOMOPENING;HOEK;WARMTEINHOUD;COMPARTIMENT;EMISSIE;XCO_EMISSIEPUNT_HARM;YCO_EMISSIEPUNT_HARM;XCO_BEDRIJF_HARM;YCO_BEDRIJF_HARM
830;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Ommen;224213;504747;;;;;;;;;Lucht;4241.045375;;;224213;504747
831;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Utrecht;135871;457999;;;;;;;;;Lucht;57344.894325;;;135871;457999
832;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Asperen;135953;432874;;;;;;;;;Lucht;1045.292125;;;135953;432874
833;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Warns;155600;544200;;;;;;;;;Lucht;1605.7001375;;;155600;544200
834;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Zutphen;210116;463825;;;;;;;;;Lucht;53470.2966375;;;210116;463825
835;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Onderdendam;235354;594013;;;;;;;;;Lucht;2056.5726375;;;235354;594013
836;ER Reeks 1990-2022 Definitief;2022;523;Methaan;11;Riolering en waterzuiveringsinstallaties;pub_1102;Energiegebruik en processen Riolering en waterzuiveringsinstallaties;RWZI Capelle-Groenedijk;101000;438100;;;;;;;;;Lucht;8241.7055125;;;101000;438100
837;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0503;Opwekking electriciteit;Nuon Power Generation BV (Diemen);130055;483500;130057.0;483504.0;60.0;;;1.6;;0.236;Lucht;0.5;130057.0;483504.0;130055;483500
838;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0503;Opwekking electriciteit;E.on Schenkkade;82782;454755;82782.0;454755.0;40.0;;;0.0;;1.65347;Lucht;406.2;82782.0;454755.0;82782;454755
839;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0503;Opwekking electriciteit;Eneco Solar. Bio & Hydro / HWC Ypenburg;84489;451037;84493.0;451045.0;15.0;;;0.33;;0.194;Lucht;253.8;84493.0;451045.0;84489;451037
840;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0502;Olie- gaswinning land;Ondergrondse aardgasopslag Zuidwending;258576;567374;258576.0;567374.0;0.0;;;0.0;;0.001;Lucht;14969.0;258576.0;567374.0;258576;567374
841;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0503;Opwekking electriciteit;Eneco (Nieuwegein);134208;448648;134208.0;448648.0;35.0;;;2.3;;0.003;Lucht;8.4;134208.0;448648.0;134208;448648
842;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0502;Olie- gaswinning land;Gasunie (Spijk);253587;603833;253555.0;603860.0;14.0;;;0.4;;1.763;Lucht;906.0;253555.0;603860.0;253587;603833
843;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0503;Opwekking electriciteit;Maxima-centrale;164694;509969;164694.0;509969.0;70.0;;;38.0;;49.475;Lucht;7118.4;164694.0;509969.0;164694;509969
844;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0503;Opwekking electriciteit;Enecogen VOF;66120;441896;65970.0;441653.0;2.0;0.0;0.0;0.024;0.0;0.992;Lucht;5.718;65970.0;441653.0;66120;441896
845;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0503;Opwekking electriciteit;ENGIE Energie Nederland NV (Eemscentrale);254265;606627;254265.0;606627.0;67.0;;;39.0;;66.6;Lucht;4954.2;254265.0;606627.0;254265;606627
846;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0502;Olie- gaswinning land;Gasunie (Ravenstein);173928;421577;173928.0;421577.0;5.0;;;;;0.0;Lucht;94652.0;173928.0;421577.0;173928;421577
847;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0502;Olie- gaswinning land;Gasunie (Zweekhorst);202845;441955;203000.0;442080.0;20.0;;;19.13;;36.865;Lucht;67.0;203000.0;442080.0;202845;441955
848;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0503;Opwekking electriciteit;Uniper Centrale RoCa;98212;440895;98244.0;440925.0;60.0;;;8.0;;8.717;Lucht;984.0;98244.0;440925.0;98212;440895
849;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0502;Olie- gaswinning land;Gasunie (Beverwijk);108327;500235;110457.0;497743.0;5.0;;;0.0;;0.0;Lucht;126465.0;110457.0;497743.0;108327;500235
850;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0503;Opwekking electriciteit;Rijnmond Energie;83725;434099;83908.0;434056.0;65.0;;;28.0;;53.865;Lucht;4574.4;83908.0;434056.0;83725;434099
851;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0502;Olie- gaswinning land;Gasunie (Ravenstein);173928;421577;173928.0;421577.0;15.0;;;0.2;;1.578;Lucht;874.0;173928.0;421577.0;173928;421577
852;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0503;Opwekking electriciteit;Nuon Power Projects 1 BV (Eemshaven);252795;607838;252393.0;608146.0;20.0;;;1.5;;0.435;Lucht;5.0;252393.0;608146.0;252795;607838
853;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0502;Olie- gaswinning land;Gasunie Vilsteren/Ommen;221116;501184;221116.0;501184.0;15.0;;;25.0;;25.211615;Lucht;81.0;221116.0;501184.0;221116;501184
854;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0503;Opwekking electriciteit;Uniper Centrale RoCa;98212;440895;98170.0;440906.0;30.0;;;0.8;;0.29;Lucht;20.22;98170.0;440906.0;98212;440895
855;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0502;Olie- gaswinning land;Gasunie Vilsteren/Ommen;221116;501184;221116.0;501184.0;13.0;;;15.75;;14.147848;Lucht;4.0;221116.0;501184.0;221116;501184
856;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0503;Opwekking electriciteit;Enecogen VOF;66120;441896;65984.0;441648.0;15.0;0.0;0.0;4.9;0.0;33.457;Lucht;17.736;65984.0;441648.0;66120;441896
857;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0502;Olie- gaswinning land;Gasunie (Alphen en Riel);125901;391599;125901.0;391599.0;5.0;;;0.0;;0.0;Lucht;7588.0;125901.0;391599.0;125901;391599
858;ER Reeks 1990-2022 Definitief;2022;523;Methaan;5;Energiesector;pub_0503;Opwekking electriciteit;E.On Generations Den Haag;79821;454750;79805.0;454805.0;26.0;;;1.1;;1.0;Lucht;612.0;79805.0;454805.0;79821;454750
859;ER Reeks 1990-2022 Definitief;2022;523;Methaan;4;Raffinaderijen;pub_0401;Raffinage en verwerking;VPR Energy B.V.;74500;436400;74500.0;436400.0;5.0;;;0.0;;0.0;Lucht;111.66;74500.0;436400.0;74500;436400
860;ER Reeks 1990-2022 Definitief;2022;523;Methaan;4;Raffinaderijen;pub_0401;Raffinage en verwerking;Esso Nederland BV (Raffinaderij Rotterdam);79871;432082;79782.0;432360.0;90.0;;;10.752;;11.991;Lucht;3034.2;79782.0;432360.0;79871;432082
861;ER Reeks 1990-2022 Definitief;2022;523;Methaan;4;Raffinaderijen;pub_0401;Raffinage en verwerking;Shell Nederland Raffinaderij BV;82574;432924;82674.0;433218.0;50.0;0.0;0.0;3.5;0.0;1.469;Lucht;364.0;82674.0;433218.0;82574;432924
862;ER Reeks 1990-2022 Definitief;2022;523;Methaan;4;Raffinaderijen;pub_0401;Raffinage en verwerking;Shell Nederland Raffinaderij BV;82574;432924;84897.0;433210.0;125.0;;;0.0;;3.68;Lucht;14029.000000000027;84897.0;433210.0;82574;432924
863;ER Reeks 1990-2022 Definitief;2022;523;Methaan;4;Raffinaderijen;pub_0401;Raffinage en verwerking;BP Rotterdam Refinery;67036;440390;67050.0;440350.0;155.0;;;7.0;;7.3;Lucht;3853.8;67050.0;440350.0;67036;440390
864;ER Reeks 1990-2022 Definitief;2022;523;Methaan;4;Raffinaderijen;pub_0401;Raffinage en verwerking;Shell Nederland Raffinaderij BV;82574;432924;82825.0;432930.0;110.0;;;0.33;;0.943;Lucht;219.0;82825.0;432930.0;82574;432924
865;ER Reeks 1990-2022 Definitief;2022;523;Methaan;4;Raffinaderijen;pub_0401;Raffinage en verwerking;BP Rotterdam Refinery;67036;440390;66945.0;440099.0;35.0;;;2.0;;3.2;Lucht;2139.5999999999967;66945.0;440099.0;67036;440390
866;ER Reeks 1990-2022 Definitief;2022;523;Methaan;9;Afvalverwijdering;pub_0901;AVI's;EEW Energy from Waste Delfzijl B.V.;261673;592659;261673.0;592659.0;70.0;;;3.5;;5.683;Lucht;357.165096146167;261673.0;592659.0;261673;592659
867;ER Reeks 1990-2022 Definitief;2022;523;Methaan;9;Afvalverwijdering;pub_0901;AVI's;HVC Afvalcentrale Dordrecht;110212;425400;110212.0;425400.0;80.0;;;6.28;;7.755;Lucht;666.711635155601;110212.0;425400.0;110212;425400
868;ER Reeks 1990-2022 Definitief;2022;523;Methaan;9;Afvalverwijdering;pub_0901;AVI's;Inter-Che-M BV;178673;429681;178825.0;429702.0;8.0;;;0.0353;;0.035;Lucht;3.426;178825.0;429702.0;178673;429681
869;ER Reeks 1990-2022 Definitief;2022;523;Methaan;9;Afvalverwijdering;pub_0901;AVI's;AVR NV (Rijnmond);78545;434865;78367.0;434831.0;80.0;;;2.54;;1.606;Lucht;558.48;78367.0;434831.0;78545;434865
870;ER Reeks 1990-2022 Definitief;2022;523;Methaan;9;Afvalverwijdering;pub_0901;AVI's;Inter-Che-M BV;178673;429681;178686.0;429665.0;7.0;;;0.0157;;0.0;Lucht;2.16276;178686.0;429665.0;178673;429681
871;ER Reeks 1990-2022 Definitief;2022;523;Methaan;9;Afvalverwijdering;pub_0901;AVI's;HVC (Alkmaar);112698;513765;112698.0;513765.0;80.0;;;2.69;;3.251;Lucht;366.486;112698.0;513765.0;112698;513765
872;ER Reeks 1990-2022 Definitief;2022;523;Methaan;9;Afvalverwijdering;pub_0901;AVI's;AVR Afvalverwerking BV (Duiven);197134;442636;197200.0;442790.0;90.0;;;21.24;;3.956;Lucht;180.54;197200.0;442790.0;197134;442636
873;ER Reeks 1990-2022 Definitief;2022;523;Methaan;9;Afvalverwijdering;pub_0901;AVI's;AVR Afvalverwerking BV (Duiven);197134;442636;197134.0;442636.0;90.0;;;2.84;;1.947;Lucht;1041.594;197134.0;442636.0;197134;442636
874;ER Reeks 1990-2022 Definitief;2022;523;Methaan;9;Afvalverwijdering;pub_0901;AVI's;Twence BV Boeldershoek;250428;472719;250428.0;472719.0;80.0;;;2.54;;7.724;Lucht;330.884628789858;250428.0;472719.0;250428;472719
875;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0211;Papier(waren);ESKA Graphic Board BV (Hoogezand);246200;575950;246380.0;575780.0;12.0;;;3.0;;2.0;Lucht;49.689028224854;246380.0;575780.0;246200;575950
876;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0211;Papier(waren);Mayr-Melnhof Eerbeek BV;201330;457510;201330.0;457510.0;25.0;;;1.8;;1.95;Lucht;4917.0;201330.0;457510.0;201330;457510
877;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Aurubis Netherlands B.V.;211100;463650;211007.0;463645.0;40.0;0.0;0.0;0.7;0.0;0.019;Lucht;33.3;211007.0;463645.0;211100;463650
878;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Sonac Vuren BV;134570;427150;134570.0;427150.0;13.0;;;0.0;;0.288;Lucht;614.0;134570.0;427150.0;134570;427150
879;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Nestle Nederland BV (Nunspeet);182480;488580;182522.0;488524.0;32.0;;;0.5;;0.64;Lucht;337.0;182522.0;488524.0;182480;488580
880;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Sime Darby Unimills B.V.;103500;424600;103511.0;424489.0;15.0;;;0.0;;0.114;Lucht;128.82;103511.0;424489.0;103500;424600
881;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0211;Papier(waren);BN International BV;145000;479450;145000.0;479450.0;5.0;;;0.0;;0.0;Lucht;14.4;145000.0;479450.0;145000;479450
882;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Nestle Nederland BV (Nunspeet);182480;488580;182480.0;488580.0;5.0;;;;;0.0;Lucht;184.0;182480.0;488580.0;182480;488580
883;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Tata Steel IJmuiden BV;100985;499055;102917.0;501192.0;15.0;;;0.19625;;0.211;Lucht;8.6293051;102917.0;501192.0;100985;499055
884;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;FrieslandCampina Veghel (DMV International);164550;402920;164650.0;403000.0;27.0;;;0.0;;0.128;Lucht;309.0;164650.0;403000.0;164550;402920
885;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Nyrstar Budel BV;169900;361000;169900.0;361000.0;8.0;;;0.64;;0.767;Lucht;129.39;169900.0;361000.0;169900;361000
886;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;DSM Delft Permit BV;83500;448300;83710.0;448210.0;49.0;;;1.24;;5.0;Lucht;3872.0;83710.0;448210.0;83500;448300
887;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Tata Steel IJmuiden BV;100985;499055;100947.0;499410.0;58.0;;;4.15265;;9.2;Lucht;213.05872359999955;100947.0;499410.0;100985;499055
888;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Tata Steel IJmuiden BV;100985;499055;100915.0;499275.0;41.0;17.0;17.0;300.0;;0.001;Lucht;300.0;100915.0;499275.0;100985;499055
889;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0211;Papier(waren);WEPA Nederland B.V.;199937;360577;199839.0;360491.0;9.0;;;0.0;;0.169;Lucht;8.46;199839.0;360491.0;199937;360577
890;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Tata Steel IJmuiden BV;100985;499055;101822.0;498965.0;40.0;;;2.5434;;5.367;Lucht;151.46241140000004;101822.0;498965.0;100985;499055
891;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0210;Metaalelektro;Van Merksteijn International BV;238760;487181;238805.0;487436.0;11.0;;;78.0;;0.048;Lucht;496.0;238805.0;487436.0;238760;487181
892;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;FrieslandCampina Veghel (DMV International);164550;402920;164550.0;402900.0;10.0;;;0.0;;0.07;Lucht;192.0;164550.0;402900.0;164550;402920
893;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;DSM Delft Permit BV;83500;448300;83710.0;448210.0;49.0;;;1.24;;5.0;Lucht;2879.0;83710.0;448210.0;83500;448300
894;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0203;Bouwmaterialenindustrie;Electric Glass Fiber NL BV;241450;577380;241432.0;577484.0;19.0;;;0.0;;0.048;Lucht;203.0;241432.0;577484.0;241450;577380
895;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0201;Basismetaal;Aurubis Netherlands B.V.;211100;463650;211073.0;463641.0;40.0;0.0;0.0;0.2;0.0;0.012;Lucht;22.05;211073.0;463641.0;211100;463650
896;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Bavaria NV;169900;391750;169870.0;391850.0;17.0;;;0.0;;1.75;Lucht;102.0;169870.0;391850.0;169900;391750
897;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;Sime Darby Unimills B.V.;103500;424600;103524.0;424584.0;37.0;;;0.0;;0.062;Lucht;45.0;103524.0;424584.0;103500;424600
898;ER Reeks 1990-2022 Definitief;2022;523;Methaan;2;Overige industrie;pub_0216;Voedings- en genotmiddelenindustrie;FrieslandCampina Veghel (DMV International);164550;402920;164650.0;403000.0;19.0;;;0.0;;1.669;Lucht;200.4;164650.0;403000.0;164550;402920
899;ER Reeks 1990-2022 Definitief;2022;523;Methaan;6;Verkeer en vervoer;pub_0603;Luchtvaart;Vliegveld Hoogeveen;231250;527750;;;;;;;;;Lucht;49.49603099949729;;;231250;527750
900;ER Reeks 1990-2022 Definitief;2022;523;Methaan;6;Verkeer en vervoer;pub_0603;Luchtvaart;Vliegveld de Kooy;114685;548730;;;;;;;;;Lucht;80.08090942648364;;;114685;548730
901;ER Reeks 1990-2022 Definitief;2022;523;Methaan;6;Verkeer en vervoer;pub_0603;Luchtvaart;Vliegveld Texel;117750;570250;;;;;;;;;Lucht;68.96351263531355;;;117750;570250
902;ER Reeks 1990-2022 Definitief;2022;523;Methaan;6;Verkeer en vervoer;pub_0603;Luchtvaart;Vliegveld Teuge;200750;472750;;;;;;;;;Lucht;120.88965039107364;;;200750;472750
903;ER Reeks 1990-2022 Definitief;2022;523;Methaan;6;Verkeer en vervoer;pub_0603;Luchtvaart;Vliegveld Rotterdam-Airport;89750;440750;;;;;;;;;Lucht;194.1334504191986;;;89750;440750
904;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0304;Chemische Industrie overig;Cabot Norit Nederland B.V.;116710;492900;116710.0;492900.0;15.0;;;0.0;;0.1;Lucht;2.39;116710.0;492900.0;116710;492900
905;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0304;Chemische Industrie overig;Euro Support Advanced Materials B.V.;172961;407060;173309.0;406966.0;10.0;;;0.03;;0.009;Lucht;1.62;173309.0;406966.0;172961;407060
906;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Chemelot Site Permit BV;183732;332404;183363.0;332264.0;40.0;;;0.15;;0.00015522;Lucht;20302.0;183363.0;332264.0;183732;332404
907;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Shell Nederland Chemie BV (Moerdijk);97946;411331;98212.0;410961.0;5.0;;;0.0;;1.0;Lucht;3604.0;98212.0;410961.0;97946;411331
908;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Dow Benelux BV (Hoek);43193;373788;42902.0;372783.0;5.0;;;0.0;;0.001;Lucht;8764.2;42902.0;372783.0;43193;373788
909;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Delesto BV;259432;593623;259432.0;593623.0;40.0;;;42.0;;66.21;Lucht;7680.0;259432.0;593623.0;259432;593623
910;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Chemelot Site Permit BV;183732;332404;183732.0;332404.0;0.0;;;0.0;;6.5e-08;Lucht;1.0;183732.0;332404.0;183732;332404
911;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Aliancys Nederland B.V.;255180;523500;255270.0;522970.0;10.0;;;0.0;;6.417;Lucht;10.2;255270.0;522970.0;255180;523500
912;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0304;Chemische Industrie overig;Givaudan Nederland BV (Naarden);141030;478690;141030.0;478690.0;22.0;;;0.45;;0.6;Lucht;23.94;141030.0;478690.0;141030;478690
913;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Aliancys Nederland B.V.;255180;523500;255180.0;523500.0;12.0;;;0.0;;0.018;Lucht;1.2;255180.0;523500.0;255180;523500
914;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Dow Benelux BV (Hoek);43193;373788;42918.0;372687.0;35.0;;;23.8;;30.435;Lucht;11077.54;42918.0;372687.0;43193;373788
915;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Nouryon Functional Chemicals BV;202300;352150;202308.0;352248.0;18.0;;;1.77;;0.048;Lucht;2.0;202308.0;352248.0;202300;352150
916;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Dow Benelux BV (Hoek);43193;373788;42449.0;374186.0;10.0;;;1.0;;0.05;Lucht;0.76;42449.0;374186.0;43193;373788
917;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Dow Benelux BV (Hoek);43193;373788;42448.0;374186.0;5.0;;;0.0;;0.001;Lucht;69.16;42448.0;374186.0;43193;373788
918;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Chemelot Site Permit BV;183732;332404;183710.0;329690.0;36.0;;;1.5;;3.082602705;Lucht;153.0;183710.0;329690.0;183732;332404
919;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0304;Chemische Industrie overig;Givaudan Nederland BV (Naarden);141030;478690;141030.0;478690.0;22.0;;;0.45;;1.0;Lucht;288.0;141030.0;478690.0;141030;478690
920;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Nouryon Functional Chemicals BV;202300;352150;202300.0;352150.0;5.0;;;0.0;;0.0;Lucht;2.0;202300.0;352150.0;202300;352150
921;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Shell Nederland Chemie BV (Pernis);84625;433319;85217.0;433546.0;20.0;;;3.0;;1.0;Lucht;0.5;85217.0;433546.0;84625;433319
922;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Croda;108400;446500;108363.0;446573.0;4.0;;;0.125;;0.087;Lucht;40.4918493878119;108363.0;446573.0;108400;446500
923;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Croda;108400;446500;108439.0;446646.0;22.0;;;0.13;;0.062;Lucht;116.844439918834;108439.0;446646.0;108400;446500
924;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Chemelot Site Permit BV;183732;332404;183853.0;329871.0;65.0;;;0.4;;4.671334395;Lucht;568.0;183853.0;329871.0;183732;332404
925;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Dow Benelux BV (Hoek);43193;373788;43396.0;373732.0;14.0;;;1.0;;0.001;Lucht;443.0;43396.0;373732.0;43193;373788
926;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Dow Benelux BV (Hoek);43193;373788;42600.0;373300.0;5.0;;;0.0;;0.001;Lucht;783.5;42600.0;373300.0;43193;373788
927;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0304;Chemische Industrie overig;Albemarle Catalysts Company B.V.;124570;488620;124158.0;488852.0;17.0;;;0.0;;0.01;Lucht;87.0;124158.0;488852.0;124570;488620
928;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Chemelot Site Permit BV;183732;332404;183480.0;333338.0;53.0;;;0.7;;0.0;Lucht;31593.0;183480.0;333338.0;183732;332404
929;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Dow Benelux BV (Hoek);43193;373788;43197.0;373733.0;16.0;;;1.0;;0.001;Lucht;69.3;43197.0;373733.0;43193;373788
930;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Shell Nederland Chemie BV (Moerdijk);97946;411331;97946.0;411331.0;93.0;;;1.0;;0.0;Lucht;11912.0;97946.0;411331.0;97946;411331
931;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Eastman Chemical Middelburg BV;33940;390952;34135.0;391240.0;10.0;;;0.31;;0.488;Lucht;113.4;34135.0;391240.0;33940;390952
932;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0304;Chemische Industrie overig;Intern. Flav. & Fragranc. I.F.F. BV;131469;399574;131610.0;399600.0;15.0;;;0.0;;3.57;Lucht;817.2;131610.0;399600.0;131469;399574
933;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Dow Benelux BV (Hoek);43193;373788;43193.0;373788.0;15.0;;;0.5;;0.001;Lucht;207.9;43193.0;373788.0;43193;373788
934;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Eastman Chemical Middelburg BV;33940;390952;34165.0;391280.0;14.0;;;0.87;;1.413;Lucht;34.14;34165.0;391280.0;33940;390952
935;ER Reeks 1990-2022 Definitief;2022;523;Methaan;3;Chemische Industrie;pub_0301;Chemische Industrie basisproducten;Aliancys Nederland B.V.;255180;523500;255160.0;523500.0;10.0;;;0.0;;0.023;Lucht;2.4;255160.0;523500.0;255180;523500
